Quantity,Unit_Price,Discount,Year,Month,Quarter,Day,Day_of_Week_Number,Gross_Sales,Discount_Amount,Net_Unit_Price,Category,Region,Sales
3,3341.82,0.1,2024,5,2,12,6,10025.460000000001,1002.5460000000002,3007.6366666666668,Accessories,West,9022.91
5,6431.52,0.0,2024,5,2,12,6,32157.600000000002,0.0,6431.5199999999995,Accessories,Central,32157.6
3,8831.62,0.0,2024,5,2,12,6,26494.86,0.0,8831.62,Furniture,North,26494.86
3,6881.78,0.25,2024,5,2,13,0,20645.34,5161.335,5161.333333333333,Furniture,West,15484.0
4,3235.95,0.1,2024,5,2,13,0,12943.8,1294.38,2912.355,Accessories,Central,11649.42
2,472.78,0.05,2024,5,2,13,0,945.56,47.278,449.14,Stationery,West,898.28
3,1792.25,0.0,2024,5,2,13,0,5376.75,0.0,1792.25,Office Supplies,Central,5376.75
1,7208.35,0.1,2024,5,2,13,0,7208.35,720.835,6487.52,Furniture,East,6487.52
1,88403.09,0.0,2024,5,2,13,0,88403.09,0.0,88403.09,Electronics,North,88403.09
4,1856.5,0.0,2024,5,2,13,0,7426.0,0.0,1856.5,Stationery,East,7426.0
2,253.6,0.2,2024,5,2,13,0,507.2,101.44,202.88,Stationery,North,405.76
2,65830.28,0.2,2024,5,2,13,0,131660.56,26332.112,52664.225,Electronics,West,105328.45
2,1736.34,0.1,2024,5,2,13,0,3472.68,347.26800000000003,1562.705,Stationery,West,3125.41
4,1666.81,0.0,2024,5,2,13,0,6667.24,0.0,1666.81,Office Supplies,East,6667.24
5,1838.21,0.0,2024,5,2,13,0,9191.05,0.0,1838.2099999999998,Furniture,West,9191.05
3,86626.92,0.05,2024,5,2,13,0,259880.76,12994.038,82295.57333333333,Electronics,Central,246886.72
1,1845.78,0.1,2024,5,2,14,1,1845.78,184.578,1661.2,Office Supplies,East,1661.2
1,1845.54,0.1,2024,5,2,14,1,1845.54,184.554,1660.99,Stationery,Central,1660.99
3,1838.91,0.2,2024,5,2,14,1,5516.7300000000005,1103.3460000000002,1471.1266666666668,Stationery,West,4413.38
1,1793.53,0.1,2024,5,2,14,1,1793.53,179.353,1614.18,Office Supplies,North,1614.18
4,6716.76,0.1,2024,5,2,14,1,26867.04,2686.704,6045.085,Furniture,West,24180.34
2,31752.88,0.15,2024,5,2,14,1,63505.76,9525.864,26989.95,Electronics,East,53979.9
2,6746.93,0.0,2024,5,2,14,1,13493.86,0.0,6746.93,Furniture,North,13493.86
3,12241.5,0.15,2024,5,2,14,1,36724.5,5508.675,10405.273333333333,Office Supplies,East,31215.82
2,8751.75,0.1,2024,5,2,14,1,17503.5,1750.3500000000001,7876.575,Furniture,East,15753.15
2,21768.36,0.05,2024,5,2,14,1,43536.72,2176.8360000000002,20679.94,Electronics,North,41359.88
3,21633.33,0.1,2024,5,2,14,1,64899.990000000005,6489.999000000001,19469.996666666666,Electronics,South,58409.99
2,3150.7,0.1,2024,5,2,14,1,6301.4,630.14,2835.63,Accessories,Central,5671.26
7,460.96,0.1,2024,5,2,14,1,3226.72,322.672,414.86428571428576,Stationery,West,2904.05
4,1868.34,0.25,2024,5,2,15,2,7473.36,1868.34,1401.255,Furniture,North,5605.02
3,5675.37,0.0,2024,5,2,15,2,17026.11,0.0,5675.37,Furniture,South,17026.11
2,4402.52,0.1,2024,5,2,15,2,8805.04,880.5040000000001,3962.27,Accessories,East,7924.54
2,858.99,0.25,2024,5,2,15,2,1717.98,429.495,644.245,Office Supplies,North,1288.49
1,85335.21,0.15,2024,5,2,15,2,85335.21,12800.281500000001,72534.93,Electronics,Central,72534.93
1,21546.2,0.1,2024,5,2,15,2,21546.2,2154.6200000000003,19391.58,Electronics,East,19391.58
4,1887.97,0.0,2024,5,2,15,2,7551.88,0.0,1887.97,Stationery,South,7551.88
7,1808.97,0.1,2024,5,2,15,2,12662.79,1266.2790000000002,1628.0728571428572,Furniture,North,11396.51
1,1926.16,0.15,2024,5,2,16,3,1926.16,288.924,1637.24,Office Supplies,Central,1637.24
1,1855.51,0.1,2024,5,2,16,3,1855.51,185.55100000000002,1669.96,Stationery,West,1669.96
2,12816.4,0.15,2024,5,2,16,3,25632.8,3844.9199999999996,10893.94,Office Supplies,East,21787.88
1,241.74,0.1,2024,5,2,16,3,241.74,24.174000000000003,217.57,Stationery,South,217.57
2,7000.53,0.1,2024,5,2,16,3,14001.06,1400.106,6300.475,Furniture,East,12600.95
2,12759.42,0.1,2024,5,2,16,3,25518.84,2551.884,11483.48,Office Supplies,Central,22966.96
3,8304.8,0.1,2024,5,2,16,3,24914.399999999998,2491.44,7474.32,Furniture,Central,22422.96
3,30263.77,0.15,2024,5,2,16,3,90791.31,13618.6965,25724.203333333335,Electronics,West,77172.61
1,458.95,0.1,2024,5,2,16,3,458.95,45.895,413.06,Stationery,East,413.06
5,31591.7,0.05,2024,5,2,16,3,157958.5,7897.925,30012.114,Electronics,West,150060.57
1,1771.98,0.05,2024,5,2,16,3,1771.98,88.599,1683.38,Stationery,East,1683.38
4,9060.97,0.2,2024,5,2,16,3,36243.88,7248.776,7248.775,Furniture,West,28995.1
3,11713.93,0.0,2024,5,2,16,3,35141.79,0.0,11713.93,Office Supplies,South,35141.79
4,6762.52,0.05,2024,5,2,17,4,27050.08,1352.5040000000001,6424.395,Accessories,North,25697.58
1,868.15,0.1,2024,5,2,17,4,868.15,86.815,781.34,Office Supplies,West,781.34
2,3163.41,0.15,2024,5,2,17,4,6326.82,949.0229999999999,2688.9,Accessories,South,5377.8
2,82025.7,0.0,2024,5,2,17,4,164051.4,0.0,82025.7,Electronics,East,164051.4
1,261.58,0.15,2024,5,2,17,4,261.58,39.236999999999995,222.34,Stationery,East,222.34
1,1821.41,0.1,2024,5,2,17,4,1821.41,182.14100000000002,1639.27,Stationery,North,1639.27
2,22158.82,0.1,2024,5,2,17,4,44317.64,4431.764,19942.94,Electronics,North,39885.88
3,4299.39,0.0,2024,5,2,17,4,12898.170000000002,0.0,4299.39,Accessories,West,12898.17
4,8816.88,0.0,2024,5,2,17,4,35267.52,0.0,8816.88,Furniture,North,35267.52
1,892.85,0.1,2024,5,2,17,4,892.85,89.28500000000001,803.56,Office Supplies,East,803.56
3,261.03,0.0,2024,5,2,17,4,783.0899999999999,0.0,261.03000000000003,Stationery,South,783.09
1,27471.04,0.0,2024,5,2,17,4,27471.04,0.0,27471.04,Electronics,East,27471.04
1,12259.8,0.05,2024,5,2,17,4,12259.8,612.99,11646.81,Office Supplies,North,11646.81
5,4642.06,0.15,2024,5,2,17,4,23210.300000000003,3481.5450000000005,3945.7519999999995,Accessories,West,19728.76
5,4619.22,0.0,2024,5,2,17,4,23096.100000000002,0.0,4619.219999999999,Accessories,North,23096.1
1,62439.36,0.15,2024,5,2,17,4,62439.36,9365.904,53073.46,Electronics,West,53073.46
3,28202.55,0.2,2024,5,2,17,4,84607.65,16921.53,22562.039999999997,Electronics,West,67686.12
2,1725.77,0.0,2024,5,2,17,4,3451.54,0.0,1725.77,Furniture,North,3451.54
1,7388.98,0.2,2024,5,2,18,5,7388.98,1477.796,5911.18,Furniture,East,5911.18
5,6465.54,0.1,2024,5,2,18,5,32327.7,3232.7700000000004,5818.986,Accessories,West,29094.93
1,3421.54,0.0,2024,5,2,18,5,3421.54,0.0,3421.54,Accessories,South,3421.54
5,4647.45,0.1,2024,5,2,18,5,23237.25,2323.725,4182.706,Accessories,North,20913.53
1,6321.13,0.2,2024,5,2,18,5,6321.13,1264.226,5056.9,Accessories,Central,5056.9
1,13509.46,0.0,2024,5,2,18,5,13509.46,0.0,13509.46,Office Supplies,South,13509.46
2,844.23,0.15,2024,5,2,18,5,1688.46,253.269,717.595,Office Supplies,Central,1435.19
1,68661.99,0.1,2024,5,2,18,5,68661.99,6866.1990000000005,61795.79,Electronics,South,61795.79
2,247.67,0.0,2024,5,2,18,5,495.34,0.0,247.67,Stationery,East,495.34
1,4331.85,0.0,2024,5,2,18,5,4331.85,0.0,4331.85,Accessories,South,4331.85
1,1830.49,0.0,2024,5,2,19,6,1830.49,0.0,1830.49,Office Supplies,North,1830.49
1,5343.63,0.05,2024,5,2,19,6,5343.63,267.1815,5076.45,Furniture,West,5076.45
4,1706.68,0.0,2024,5,2,19,6,6826.72,0.0,1706.68,Office Supplies,North,6826.72
1,3335.58,0.1,2024,5,2,19,6,3335.58,333.558,3002.02,Accessories,South,3002.02
1,5266.23,0.15,2024,5,2,19,6,5266.23,789.9345,4476.3,Furniture,South,4476.3
7,22341.67,0.0,2024,5,2,19,6,156391.69,0.0,22341.670000000002,Electronics,North,156391.69
6,1774.05,0.1,2024,5,2,19,6,10644.3,1064.43,1596.6450000000002,Stationery,North,9579.87
2,23623.88,0.15,2024,5,2,19,6,47247.76,7087.164,20080.3,Electronics,West,40160.6
2,883.41,0.25,2024,5,2,19,6,1766.82,441.705,662.56,Office Supplies,Central,1325.12
1,6123.36,0.0,2024,5,2,19,6,6123.36,0.0,6123.36,Accessories,South,6123.36
2,22022.7,0.15,2024,5,2,20,0,44045.4,6606.81,18719.295,Electronics,Central,37438.59
3,27778.94,0.0,2024,5,2,20,0,83336.81999999999,0.0,27778.940000000002,Electronics,North,83336.82
2,451.55,0.0,2024,5,2,20,0,903.1,0.0,451.55,Stationery,East,903.1
4,5302.62,0.2,2024,5,2,20,0,21210.48,4242.0960000000005,4242.095,Furniture,South,16968.38
2,424.85,0.1,2024,5,2,20,0,849.7,84.97000000000001,382.365,Stationery,North,764.73
6,1803.94,0.05,2024,5,2,20,0,10823.64,541.182,1713.743333333333,Furniture,North,10282.46
7,1800.77,0.0,2024,5,2,20,0,12605.39,0.0,1800.77,Office Supplies,North,12605.39
1,28255.86,0.1,2024,5,2,20,0,28255.86,2825.5860000000002,25430.27,Electronics,West,25430.27
3,954.76,0.0,2024,5,2,20,0,2864.2799999999997,0.0,954.7600000000001,Office Supplies,East,2864.28
1,1700.22,0.05,2024,5,2,20,0,1700.22,85.01100000000001,1615.21,Office Supplies,East,1615.21
7,1849.89,0.2,2024,5,2,20,0,12949.230000000001,2589.8460000000005,1479.9114285714284,Furniture,South,10359.38
1,4561.41,0.05,2024,5,2,20,0,4561.41,228.0705,4333.34,Accessories,South,4333.34
4,22986.58,0.1,2024,5,2,21,1,91946.32,9194.632000000001,20687.9225,Electronics,East,82751.69
4,7301.81,0.0,2024,5,2,21,1,29207.24,0.0,7301.81,Furniture,Central,29207.24
6,1819.42,0.15,2024,5,2,21,1,10916.52,1637.478,1546.506666666667,Office Supplies,East,9279.04
1,20839.37,0.2,2024,5,2,21,1,20839.37,4167.874,16671.5,Electronics,North,16671.5
5,32505.69,0.0,2024,5,2,21,1,162528.44999999998,0.0,32505.690000000002,Electronics,West,162528.45
3,21360.08,0.05,2024,5,2,22,2,64080.240000000005,3204.0120000000006,20292.076666666668,Electronics,North,60876.23
3,3206.36,0.25,2024,5,2,22,2,9619.08,2404.77,2404.77,Accessories,North,7214.31
1,235.83,0.15,2024,5,2,22,2,235.83,35.3745,200.46,Stationery,North,200.46
1,3336.32,0.25,2024,5,2,22,2,3336.32,834.08,2502.24,Accessories,North,2502.24
6,7944.33,0.2,2024,5,2,22,2,47665.979999999996,9533.196,6355.463333333333,Furniture,North,38132.78
2,12448.37,0.05,2024,5,2,22,2,24896.74,1244.8370000000002,11825.95,Office Supplies,North,23651.9
2,8314.08,0.0,2024,5,2,22,2,16628.16,0.0,8314.08,Furniture,East,16628.16
2,8490.91,0.1,2024,5,2,22,2,16981.82,1698.182,7641.82,Furniture,North,15283.64
3,30909.38,0.2,2024,5,2,22,2,92728.14,18545.628,24727.50333333333,Electronics,North,74182.51
1,1831.58,0.0,2024,5,2,22,2,1831.58,0.0,1831.58,Stationery,Central,1831.58
5,886.48,0.05,2024,5,2,22,2,4432.4,221.62,842.156,Office Supplies,West,4210.78
3,6377.58,0.0,2024,5,2,22,2,19132.739999999998,0.0,6377.580000000001,Accessories,East,19132.74
2,3065.8,0.05,2024,5,2,23,3,6131.6,306.58000000000004,2912.51,Accessories,South,5825.02
4,6965.93,0.1,2024,5,2,23,3,27863.72,2786.3720000000003,6269.3375,Furniture,West,25077.35
1,33298.92,0.0,2024,5,2,23,3,33298.92,0.0,33298.92,Electronics,North,33298.92
1,6784.16,0.1,2024,5,2,23,3,6784.16,678.416,6105.74,Accessories,South,6105.74
2,27621.49,0.05,2024,5,2,23,3,55242.98,2762.1490000000003,26240.415,Electronics,North,52480.83
1,32823.6,0.25,2024,5,2,23,3,32823.6,8205.9,24617.7,Electronics,South,24617.7
1,21981.59,0.15,2024,5,2,23,3,21981.59,3297.2385,18684.35,Electronics,North,18684.35
7,12575.85,0.0,2024,5,2,23,3,88030.95,0.0,12575.85,Office Supplies,Central,88030.95
8,8495.92,0.0,2024,5,2,23,3,67967.36,0.0,8495.92,Furniture,Central,67967.36
3,1732.43,0.15,2024,5,2,23,3,5197.29,779.5935,1472.5666666666666,Furniture,West,4417.7
4,3244.02,0.25,2024,5,2,23,3,12976.08,3244.02,2433.015,Accessories,West,9732.06
2,20905.75,0.0,2024,5,2,23,3,41811.5,0.0,20905.75,Electronics,North,41811.5
6,7946.52,0.1,2024,5,2,23,3,47679.12,4767.912,7151.868333333333,Furniture,Central,42911.21
2,5507.13,0.0,2024,5,2,24,4,11014.26,0.0,5507.13,Furniture,Central,11014.26
5,66318.88,0.0,2024,5,2,24,4,331594.4,0.0,66318.88,Electronics,West,331594.4
5,31343.65,0.2,2024,5,2,24,4,156718.25,31343.65,25074.920000000002,Electronics,West,125374.6
4,29334.49,0.1,2024,5,2,24,4,117337.96,11733.796000000002,26401.04,Electronics,West,105604.16
2,6840.15,0.0,2024,5,2,24,4,13680.3,0.0,6840.15,Furniture,North,13680.3
4,6506.86,0.0,2024,5,2,24,4,26027.44,0.0,6506.86,Accessories,Central,26027.44
4,4574.05,0.05,2024,5,2,24,4,18296.2,914.8100000000001,4345.3475,Accessories,South,17381.39
5,12072.57,0.1,2024,5,2,24,4,60362.85,6036.285,10865.312,Office Supplies,West,54326.56
5,4812.22,0.05,2024,5,2,25,5,24061.100000000002,1203.055,4571.608,Accessories,East,22858.04
4,12855.57,0.05,2024,5,2,25,5,51422.28,2571.114,12212.7925,Office Supplies,East,48851.17
5,21449.36,0.2,2024,5,2,25,5,107246.8,21449.36,17159.488,Electronics,South,85797.44
6,12377.71,0.0,2024,5,2,25,5,74266.26,0.0,12377.71,Office Supplies,West,74266.26
4,1690.4,0.05,2024,5,2,25,5,6761.6,338.08000000000004,1605.88,Stationery,Central,6423.52
1,26293.29,0.0,2024,5,2,25,5,26293.29,0.0,26293.29,Electronics,Central,26293.29
2,276.15,0.05,2024,5,2,25,5,552.3,27.615,262.34,Stationery,West,524.68
2,454.56,0.05,2024,5,2,25,5,909.12,45.456,431.83,Stationery,Central,863.66
7,1895.69,0.15,2024,5,2,25,5,13269.83,1990.4744999999998,1611.337142857143,Office Supplies,East,11279.36
1,5682.47,0.1,2024,5,2,25,5,5682.47,568.2470000000001,5114.22,Furniture,Central,5114.22
1,3017.78,0.1,2024,5,2,25,5,3017.78,301.778,2716.0,Accessories,South,2716.0
2,5730.96,0.1,2024,5,2,25,5,11461.92,1146.192,5157.865,Furniture,West,10315.73
3,4649.98,0.15,2024,5,2,25,5,13949.939999999999,2092.4909999999995,3952.4833333333336,Accessories,East,11857.45
2,5428.35,0.0,2024,5,2,25,5,10856.7,0.0,5428.35,Furniture,East,10856.7
3,30327.01,0.05,2024,5,2,26,6,90981.03,4549.0515000000005,28810.66,Electronics,East,86431.98
2,28979.83,0.0,2024,5,2,26,6,57959.66,0.0,28979.83,Electronics,North,57959.66
1,1921.32,0.1,2024,5,2,26,6,1921.32,192.132,1729.19,Furniture,East,1729.19
2,33089.08,0.0,2024,5,2,26,6,66178.16,0.0,33089.08,Electronics,South,66178.16
6,29581.29,0.2,2024,5,2,26,6,177487.74,35497.548,23665.031666666666,Electronics,South,141990.19
1,21487.87,0.15,2024,5,2,26,6,21487.87,3223.1805,18264.69,Electronics,East,18264.69
1,8433.96,0.1,2024,5,2,26,6,8433.96,843.396,7590.56,Furniture,South,7590.56
1,6203.34,0.2,2024,5,2,26,6,6203.34,1240.6680000000001,4962.67,Accessories,Central,4962.67
3,6367.88,0.0,2024,5,2,26,6,19103.64,0.0,6367.88,Accessories,South,19103.64
1,922.46,0.05,2024,5,2,26,6,922.46,46.123000000000005,876.34,Office Supplies,South,876.34
2,1744.79,0.0,2024,5,2,26,6,3489.58,0.0,1744.79,Stationery,South,3489.58
4,4396.61,0.25,2024,5,2,27,0,17586.44,4396.61,3297.4575,Accessories,Central,13189.83
2,4409.5,0.1,2024,5,2,27,0,8819.0,881.9000000000001,3968.55,Accessories,North,7937.1
3,65757.39,0.1,2024,5,2,27,0,197272.16999999998,19727.217,59181.65,Electronics,Central,177544.95
2,4621.24,0.15,2024,5,2,27,0,9242.48,1386.3719999999998,3928.055,Accessories,Central,7856.11
1,8710.5,0.0,2024,5,2,27,0,8710.5,0.0,8710.5,Furniture,Central,8710.5
1,20549.83,0.15,2024,5,2,27,0,20549.83,3082.4745000000003,17467.36,Electronics,Central,17467.36
3,27757.12,0.0,2024,5,2,27,0,83271.36,0.0,27757.12,Electronics,North,83271.36
2,12379.2,0.1,2024,5,2,28,1,24758.4,2475.84,11141.28,Office Supplies,South,22282.56
3,1764.78,0.25,2024,5,2,28,1,5294.34,1323.585,1323.5866666666668,Stationery,Central,3970.76
4,27515.3,0.05,2024,5,2,28,1,110061.2,5503.06,26139.535,Electronics,West,104558.14
1,254.68,0.2,2024,5,2,28,1,254.68,50.93600000000001,203.74,Stationery,West,203.74
2,237.31,0.25,2024,5,2,28,1,474.62,118.655,177.98,Stationery,Central,355.96
1,12727.1,0.1,2024,5,2,28,1,12727.1,1272.71,11454.39,Office Supplies,North,11454.39
2,29229.46,0.05,2024,5,2,28,1,58458.92,2922.946,27767.985,Electronics,West,55535.97
1,903.81,0.0,2024,5,2,28,1,903.81,0.0,903.81,Office Supplies,South,903.81
1,439.78,0.1,2024,5,2,28,1,439.78,43.978,395.8,Stationery,West,395.8
1,86242.39,0.0,2024,5,2,28,1,86242.39,0.0,86242.39,Electronics,West,86242.39
2,6731.04,0.25,2024,5,2,28,1,13462.08,3365.52,5048.28,Accessories,East,10096.56
3,242.67,0.15,2024,5,2,29,2,728.01,109.2015,206.26999999999998,Stationery,South,618.81
4,6873.73,0.0,2024,5,2,29,2,27494.92,0.0,6873.73,Furniture,East,27494.92
4,260.2,0.15,2024,5,2,29,2,1040.8,156.11999999999998,221.17,Stationery,North,884.68
3,7475.26,0.05,2024,5,2,29,2,22425.78,1121.289,7101.496666666667,Furniture,South,21304.49
6,891.0,0.1,2024,5,2,29,2,5346.0,534.6,801.9,Office Supplies,North,4811.4
2,4628.61,0.15,2024,5,2,29,2,9257.22,1388.5829999999999,3934.32,Accessories,East,7868.64
4,1734.84,0.2,2024,5,2,29,2,6939.36,1387.872,1387.8725,Furniture,East,5551.49
3,3045.97,0.1,2024,5,2,29,2,9137.91,913.791,2741.3733333333334,Accessories,South,8224.12
4,4792.04,0.05,2024,5,2,29,2,19168.16,958.408,4552.4375,Accessories,East,18209.75
1,4407.39,0.1,2024,5,2,29,2,4407.39,440.73900000000003,3966.65,Accessories,East,3966.65
2,32288.28,0.1,2024,5,2,30,3,64576.56,6457.656,29059.45,Electronics,North,58118.9
6,7203.78,0.15,2024,5,2,30,3,43222.68,6483.402,6123.213333333333,Furniture,Central,36739.28
4,83420.72,0.25,2024,5,2,30,3,333682.88,83420.72,62565.54,Electronics,West,250262.16
1,8369.7,0.1,2024,5,2,30,3,8369.7,836.9700000000001,7532.73,Furniture,Central,7532.73
1,1751.9,0.15,2024,5,2,30,3,1751.9,262.785,1489.12,Office Supplies,East,1489.12
1,22650.12,0.05,2024,5,2,30,3,22650.12,1132.506,21517.61,Electronics,Central,21517.61
5,12030.2,0.1,2024,5,2,30,3,60151.0,6015.1,10827.18,Office Supplies,West,54135.9
5,252.01,0.0,2024,5,2,30,3,1260.05,0.0,252.01,Stationery,Central,1260.05
2,241.69,0.15,2024,5,2,30,3,483.38,72.50699999999999,205.435,Stationery,West,410.87
2,31605.15,0.15,2024,5,2,30,3,63210.3,9481.545,26864.38,Electronics,East,53728.76
2,1876.23,0.15,2024,5,2,30,3,3752.46,562.869,1594.795,Office Supplies,North,3189.59
7,4452.9,0.0,2024,5,2,30,3,31170.299999999996,0.0,4452.9,Accessories,East,31170.3
4,7019.64,0.1,2024,5,2,30,3,28078.56,2807.856,6317.675,Furniture,North,25270.7
5,24029.2,0.15,2024,5,2,30,3,120146.0,18021.899999999998,20424.82,Electronics,North,102124.1
2,92132.81,0.05,2024,5,2,31,4,184265.62,9213.281,87526.17,Electronics,Central,175052.34
4,237.37,0.1,2024,5,2,31,4,949.48,94.94800000000001,213.6325,Stationery,West,854.53
5,3337.82,0.15,2024,5,2,31,4,16689.100000000002,2503.3650000000002,2837.148,Accessories,Central,14185.74
3,8748.51,0.1,2024,5,2,31,4,26245.53,2624.553,7873.66,Furniture,North,23620.98
5,1768.18,0.0,2024,5,2,31,4,8840.9,0.0,1768.1799999999998,Office Supplies,East,8840.9
3,465.98,0.1,2024,5,2,31,4,1397.94,139.794,419.3833333333334,Stationery,South,1258.15
4,464.54,0.0,2024,5,2,31,4,1858.16,0.0,464.54,Stationery,West,1858.16
4,12364.75,0.1,2024,5,2,31,4,49459.0,4945.900000000001,11128.275,Office Supplies,North,44513.1
5,22434.51,0.25,2024,5,2,31,4,112172.54999999999,28043.137499999997,16825.882,Electronics,North,84129.41
2,6678.05,0.05,2024,5,2,31,4,13356.1,667.8050000000001,6344.15,Accessories,North,12688.3
1,22204.24,0.1,2024,5,2,31,4,22204.24,2220.4240000000004,19983.82,Electronics,North,19983.82
3,28578.17,0.2,2024,6,2,1,5,85734.51,17146.902,22862.536666666667,Electronics,Central,68587.61
2,889.15,0.1,2024,6,2,1,5,1778.3,177.83,800.235,Office Supplies,South,1600.47
6,1738.09,0.1,2024,6,2,1,5,10428.539999999999,1042.854,1564.2816666666668,Stationery,West,9385.69
2,845.59,0.1,2024,6,2,1,5,1691.18,169.11800000000002,761.03,Office Supplies,East,1522.06
1,21780.18,0.05,2024,6,2,1,5,21780.18,1089.009,20691.17,Electronics,North,20691.17
4,12412.99,0.1,2024,6,2,1,5,49651.96,4965.196,11171.69,Office Supplies,South,44686.76
3,8838.95,0.05,2024,6,2,1,5,26516.850000000002,1325.8425000000002,8397.003333333332,Furniture,East,25191.01
6,7257.91,0.0,2024,6,2,1,5,43547.46,0.0,7257.91,Furniture,Central,43547.46
1,63332.58,0.05,2024,6,2,1,5,63332.58,3166.6290000000004,60165.95,Electronics,Central,60165.95
4,8972.13,0.0,2024,6,2,1,5,35888.52,0.0,8972.13,Furniture,North,35888.52
1,1814.68,0.0,2024,6,2,2,6,1814.68,0.0,1814.68,Office Supplies,West,1814.68
1,29931.63,0.05,2024,6,2,2,6,29931.63,1496.5815000000002,28435.05,Electronics,West,28435.05
2,12646.51,0.0,2024,6,2,2,6,25293.02,0.0,12646.51,Office Supplies,West,25293.02
1,12105.33,0.0,2024,6,2,2,6,12105.33,0.0,12105.33,Office Supplies,Central,12105.33
2,1779.43,0.15,2024,6,2,2,6,3558.86,533.829,1512.515,Stationery,East,3025.03
7,477.27,0.0,2024,6,2,2,6,3340.89,0.0,477.27,Stationery,West,3340.89
5,4476.59,0.1,2024,6,2,3,0,22382.95,2238.295,4028.932,Accessories,North,20144.66
2,4240.21,0.15,2024,6,2,3,0,8480.42,1272.0629999999999,3604.18,Accessories,Central,7208.36
3,5408.18,0.05,2024,6,2,3,0,16224.54,811.2270000000001,5137.7699999999995,Furniture,East,15413.31
5,962.32,0.2,2024,6,2,3,0,4811.6,962.3200000000002,769.856,Office Supplies,North,3849.28
3,11802.68,0.2,2024,6,2,3,0,35408.04,7081.608,9442.143333333333,Office Supplies,North,28326.43
6,863.66,0.05,2024,6,2,3,0,5181.96,259.098,820.4766666666666,Office Supplies,East,4922.86
3,21724.77,0.1,2024,6,2,3,0,65174.31,6517.4310000000005,19552.29333333333,Electronics,North,58656.88
1,251.02,0.25,2024,6,2,3,0,251.02,62.755,188.26,Stationery,Central,188.26
4,89777.82,0.15,2024,6,2,3,0,359111.28,53866.692,76311.1475,Electronics,South,305244.59
1,29685.14,0.05,2024,6,2,3,0,29685.14,1484.257,28200.88,Electronics,South,28200.88
2,443.13,0.05,2024,6,2,3,0,886.26,44.313,420.975,Stationery,North,841.95
7,448.31,0.0,2024,6,2,3,0,3138.17,0.0,448.31,Stationery,West,3138.17
3,66625.3,0.1,2024,6,2,3,0,199875.90000000002,19987.590000000004,59962.77,Electronics,South,179888.31
1,82356.99,0.1,2024,6,2,3,0,82356.99,8235.699,74121.29,Electronics,East,74121.29
1,933.36,0.15,2024,6,2,3,0,933.36,140.004,793.36,Office Supplies,North,793.36
4,436.96,0.1,2024,6,2,3,0,1747.84,174.784,393.265,Stationery,North,1573.06
3,1805.54,0.05,2024,6,2,3,0,5416.62,270.831,1715.2633333333333,Office Supplies,North,5145.79
1,21146.04,0.0,2024,6,2,3,0,21146.04,0.0,21146.04,Electronics,South,21146.04
3,27132.29,0.05,2024,6,2,3,0,81396.87,4069.8435,25775.676666666666,Electronics,West,77327.03
3,8601.32,0.15,2024,6,2,3,0,25803.96,3870.5939999999996,7311.123333333333,Furniture,East,21933.37
3,6286.26,0.0,2024,6,2,4,1,18858.78,0.0,6286.259999999999,Accessories,West,18858.78
5,28309.07,0.05,2024,6,2,4,1,141545.35,7077.267500000001,26893.615999999998,Electronics,North,134468.08
2,7217.26,0.0,2024,6,2,4,1,14434.52,0.0,7217.26,Furniture,Central,14434.52
4,12100.96,0.1,2024,6,2,4,1,48403.84,4840.384,10890.865,Office Supplies,West,43563.46
3,69861.11,0.1,2024,6,2,4,1,209583.33000000002,20958.333000000002,62875.0,Electronics,East,188625.0
2,26974.09,0.1,2024,6,2,4,1,53948.18,5394.818,24276.68,Electronics,Central,48553.36
2,252.4,0.1,2024,6,2,4,1,504.8,50.480000000000004,227.16,Stationery,North,454.32
6,481.6,0.1,2024,6,2,4,1,2889.6000000000004,288.96000000000004,433.44,Stationery,East,2600.64
5,451.78,0.05,2024,6,2,4,1,2258.8999999999996,112.945,429.18999999999994,Stationery,Central,2145.95
2,8040.24,0.1,2024,6,2,4,1,16080.48,1608.048,7236.215,Furniture,Central,14472.43
1,28065.65,0.05,2024,6,2,4,1,28065.65,1403.2825000000003,26662.37,Electronics,Central,26662.37
2,4303.95,0.1,2024,6,2,4,1,8607.9,860.79,3873.555,Accessories,South,7747.11
6,20286.31,0.05,2024,6,2,4,1,121717.86000000002,6085.893000000001,19271.995,Electronics,South,115631.97
2,1883.69,0.0,2024,6,2,4,1,3767.38,0.0,1883.69,Furniture,East,3767.38
5,5543.86,0.1,2024,6,2,4,1,27719.3,2771.9300000000003,4989.474,Furniture,West,24947.37
1,3107.38,0.1,2024,6,2,5,2,3107.38,310.73800000000006,2796.64,Accessories,South,2796.64
1,1767.22,0.1,2024,6,2,5,2,1767.22,176.722,1590.5,Stationery,South,1590.5
2,1799.82,0.0,2024,6,2,5,2,3599.64,0.0,1799.82,Stationery,South,3599.64
2,6604.37,0.05,2024,6,2,5,2,13208.74,660.437,6274.15,Accessories,Central,12548.3
2,28600.23,0.1,2024,6,2,5,2,57200.46,5720.046,25740.205,Electronics,Central,51480.41
1,6975.05,0.1,2024,6,2,5,2,6975.05,697.5050000000001,6277.54,Furniture,North,6277.54
1,4644.41,0.1,2024,6,2,5,2,4644.41,464.44100000000003,4179.97,Accessories,West,4179.97
1,28409.6,0.05,2024,6,2,5,2,28409.6,1420.48,26989.12,Electronics,North,26989.12
